key	accuracy	armour	campaign_action_points	category	charge_bonus	class	dismounted_charge_bonus	dismounted_melee_attack	historical_description_text	man_animation	man_entity	melee_attack	melee_defence	morale	bonus_hit_points	mount	animal	num_animals	num_mounts	primary_melee_weapon	primary_missile_weapon	rank_depth	shield	short_description_text	spacing	strengths_&_weaknesses_text	supports_first_person	training_level	officers	articulated_record	engine	is_male	visibility_spotting_range_min	visibility_spotting_range_max	ability_global_recharge	attribute_group	spot_dist_tree	spot_dist_scrub	reload	loose_spacing	selection_vo	selected_vo_secondary	selected_vo_tertiary	hiding_scalar	capture_power	ground_stat_effect_group	secondary_ammo	primary_ammo	damage_mod_flame	damage_mod_magic	num_engines	damage_mod_physical	damage_mod_missile	damage_mod_all	ai_usage_group	can_skirmish	mounted_draughts	sync_locomotion	can_brace
albion_wyrd_druid	10	wh2_main_leather_15	2100	inf_melee	15	com	9	50	wh_main_unit_long_text_chs_sorcerer_lord_death	hu1c_chaos_staff_and_sword	wh_main_infantry_standard_large_hero_blood_dismembers	34	38	60	3550			0	0	wyrd_druid_staff		1	none	albion_wyrd_druid	wh_main_infantry	placeholder	false	trained	albion_wyrd_druid			true	40.0	1500.0	0.0	wh_encourage_hideForest	60	80	0	false	vo_sel_default	vo_sel_generic	vo_sel_generic_short	1.0	10.0	small	0	0	0	0	0	25	15	0	mage_highvalue	false	false	false	true
albion_wyrd_druid_horse	10	wh2_main_leather_15	2100	cavalry	30	com	9	50	wh_main_unit_long_text_chs_sorcerer_lord_death	hu1c_chaos_hr1_warhorse_staff_and_sword	wh_main_infantry_standard_large_hero_blood_dismembers	34	38	60	3950	albion_warhorse		0	1	wyrd_druid_staff		1	none	albion_wyrd_druid	wh_main_cavalry_chaotic	placeholder	false	trained	albion_wyrd_druid_horse			true	40.0	1500.0	0.0	wh_encourage_hideForest	60	80	0	false	vo_sel_default	vo_sel_generic	vo_sel_generic_short	1.0	10.0	large	0	0	0	0	0	25	15	0	mage_highvalue	false	false	false	false
bl_elo_dural_durak	10	wh2_main_body_5	2100	inf_melee	30	com	13	71	wh_main_unit_long_text_emp_balthasar_gelt	hu1_empire_staff_and_sword	wh_main_infantry_standard_hero_blood	38	45	65	4500			0	0	dural_durak_sword		1	none	bl_elo_dural_durak	wh_main_infantry	placeholder	false	trained	bl_elo_dural_durak			true	40.0	1500.0	0.0	wh_encourage_hideForest	60	80	0	false	vo_sel_default	vo_sel_generic	vo_sel_generic_short	1.0	10.0	small	0	0	0	0	0	25	15	0	mage_highvalue	false	false	false	true
elo_summon_fenbeasts	10	wh2_main_body_40	2100	inf_melee	35	inf_mel	20	33	wh_main_unit_long_text_chs_chaos_spawn	hc2_chaos_spawn	wh_main_monster_chaos_spawn_blood	34	45	60	730			0	0	wooden_arms		2	none	elo_fenbeast	wh_main_monstrous_infantry_chaotic	placeholder	false	trained	elo_summon_fenbeasts			true	40.0	1500.0	0.0	construct_fear_hideForest_undead	60	80	0	false	vo_sel_default	vo_sel_melee	vo_sel_culture	1.0	10.0	large	0	0	0	0	0	0	20	0	melee_gatecrusher	false	false	false	true
bl_elo_dural_durak_horse	10	wh2_main_leather_15	2100	cavalry	55	com	9	50	wh_dlc05_unit_long_text_emp_jade_wizard	hu1_empire_hr1_warhorse_staff_and_sword	wh_main_infantry_standard_wizard_blood_dismembers	38	45	65	5000	albion_warhorse		0	1	dural_durak_sword		1	none	bl_elo_dural_durak	wh_main_monstrous_cavalry	placeholder	false	trained	bl_elo_dural_durak_horse			true	40.0	1500.0	0.0	wh_encourage_hideForest	60	80	0	false	vo_sel_default	vo_sel_generic	vo_sel_generic_short	1.0	10.0	large	0	0	0	0	0	25	15	0	mage_highvalue	false	false	false	false
bl_elo_dural_durak_chariot	10	wh2_main_body_100	2100	war_machine	75	com	20	33	wh_main_unit_long_text_chs_marauder_chieftain	hu1_empire_staff_and_sword	wh_main_infantry_standard_hero_blood	34	20	65	5400	albion_warhorse_chariot		0	2	dural_durak_sword_chariot		1	none	bl_elo_dural_durak	wh_main_chariot	placeholder	false	trained	bl_elo_dural_durak_chariot	wh_main_chs_chariot_horse	wh_main_grn_chariot_boar	true	40.0	1500.0	0.0	wh_encourage	60	80	0	false	vo_sel_default	vo_sel_cavalry	vo_sel_culture	1.0	8.0	large	0	0	0	0	1	25	15	0	melee_cav_shock_highvalue	false	false	false	false
ovn_barrow_wight	10	wh2_main_plate_80	2100	inf_melee	14	inf_mel	20	35	wh_main_unit_long_text_vmp_grave_guard	hu1_graveguard_sword_and_shield	wh_main_infantry_slow_dismembers	28	32	58	74			0	0	ovn_barrow_wight		6	wh_missile_block_55_wood	ovn_barrow_wight	wh_main_infantry	placeholder	false	trained	ovn_barrow_wight			true	40.0	1500.0	0.0	wh_fear_hideForest_undead	60	80	0	false	vo_sel_default	vo_sel_melee	vo_sel_culture	1.0	10.0	small	0	0	0	0	0	0	0	0	melee	false	false	false	true
albion_shieldmaiden_ror	10	wh2_main_chainmail_80	2100	inf_melee	14	inf_mel	12	60		hu1b_elf_sword_and_shield	wh2_main_hef_infantry_heavy_blood_dismembers	30	65	75	80			0	0	albion_shieldmaidens_spear		4	wh_missile_block_55_wood	albion_shieldmaiden_ror	wh_main_infantry	placeholder	false	trained	albion_shieldmaiden_ror			false	40.0	1500.0	0.0	immPsy_hide_chargereflect_ovn	60	80	0	false	vo_sel_spearmen	vo_sel_melee	vo_sel_generic	1.0	10.0	small	0	0	0	0	0	0	0	0	melee	false	false	false	true
albion_bologs_giant_ror	10	wh2_main_body_30	2100	inf_melee	40	inf_mel	50	80	wh_main_unit_long_text_grn_giant	hu4_giant_club	bologs_entity_giant	78	44	100	12612			0	0	wh_main_club_giant		1	none	albion_bologs_giant_ror	wh_main_monster	placeholder	false	trained	albion_bologs_giant_ror			true	40.0	1500.0	0.0	wh_fear_terror	60	80	0	false	vo_sel_default	vo_sel_melee	vo_sel_culture	1.0	10.0	large	0	0	0	0	0	25	0	0	melee_gatecrusher	false	false	false	true
elo_fly_infested_rotwood	10	wh2_main_body_40	2100	inf_melee	35	inf_mel	20	33	wh_main_unit_long_text_chs_chaos_spawn	hc2_chaos_spawn	wh_main_monster_chaos_spawn_blood	43	56	70	730			0	0	wooden_arms_rotten		2	none	elo_fly_infested_rotwood	wh_main_monstrous_infantry_chaotic	placeholder	false	trained	elo_fly_infested_rotwood			true	40.0	1500.0	0.0	construct_fear_hideForest_undead	60	80	0	false	vo_sel_default	vo_sel_melee	vo_sel_culture	1.0	10.0	large	0	0	0	0	0	0	20	0	melee_gatecrusher	false	false	false	true
albion_woadraider_sworn_ror	10	wh_main_body_0	2100	inf_melee	32	inf_mel	20	33	wh_dlc08_unit_long_text_nor_marauder_berserkers	hu1c_norsca_dual_axe	woad_raider_entity	34	24	90	95			0	0	woad_raiders_dual_axes_ror		6	none	albion_woadraider_sworn_ror	wh_main_grn_orc_infantry_savage_rabble	placeholder	false	trained	albion_woadraider_sworn_ror			true	40.0	1500.0	0.0	wh_hideForest_unbreakable_fear	60	80	0	false	vo_sel_default	vo_sel_melee	vo_sel_culture	1.0	10.0	small	0	0	0	0	0	25	0	0	melee	false	false	false	true
alb_cav_noble_first_ror	10	wh2_main_chainmail_80	2100	cavalry	40	cav_mel	20	33	wh_main_unit_long_text_chs_chaos_knights	hu1c_chaos_hr1_warhorse_sword_and_shield	wh_main_infantry_standard_large_blood	38	38	80	105	albion_warhorse_noble		0	60	albion_riders_sword		5	wh_missile_block_30_metal	alb_cav_noble_first_ror	wh_main_cavalry_ordered	placeholder	false	trained	alb_cav_noble_first_ror			true	40.0	1500.0	0.0	wh_hideForest	60	80	0	false	vo_sel_chaos_knights	vo_sel_cavalry	vo_sel_culture	1.0	10.0	large	0	0	0	0	0	0	0	0	melee_flanker	false	false	false	false
albion_warriors_lugh	10	wh2_main_chainmail_50	2100	inf_melee	21	inf_mel	20	33	wh_main_unit_long_text_chs_chaos_marauders	hu1c_archaon_sword_and_shield	wh_main_chs_infantry_fast_blood_dismembers	41	29	75	68			0	0	albion_warriors_lugh_sword		6	wh_missile_block_35_wood	albion_warriors_lugh	wh_main_grn_orc_infantry_savage_rabble	placeholder	false	trained	albion_warriors_lugh			true	40.0	1500.0	0.0	wh_hideForest	60	80	0	false	vo_sel_bretonnian_men_at_arms_shield	vo_sel_melee	vo_sel_culture	1.0	10.0	small	0	0	80	0	0	0	0	0	melee	false	false	false	true
albion_huntresses_warden_ror	10	wh2_main_leather_30	2100	inf_ranged	6	inf_mis	12	50	wh2_main_unit_long_text_hef_inf_archers_0	hu1b_hef_spear_and_bow	huntress_warden_entity	26	45	70	70			0	0	albion_warden_spear	albion_warden_bow	4	none	albion_huntresses_warden_ror	wh_main_infantry	placeholder	false	trained	albion_huntresses_warden_ror			false	40.0	1500.0	0.0	hide_chargevsL_stalk_guerilla	60	80	10	false	vo_sel_hef_Sisters_of_Averlorn	vo_sel_generic	vo_sel_generic_short	1.0	10.0	small	0	20	0	0	0	0	0	0	ranged_stalkers	true	false	false	true
albion_centaur_hunter_ror	10	wh2_main_plate_30	2100	inf_ranged	36	inf_mis	20	33	wh_dlc03_unit_long_text_bst_centigors_throwing_axes	ce1_centigor_spear_and_throwing_axes	wh_dlc03_bst_cav_centigor_blood	36	36	70	90			0	0	centaur_hunter_spear	centaur_hunter_axes	6	none	albion_centaur_hunter_ror	wh_dlc03_bst_centigors_rabble	placeholder	false	trained	albion_centaur_hunter_ror			true	40.0	1500.0	0.0	fear_guerrilla_mountedFireMove_hideForest	60	80	10	false	vo_sel_beastmen_centigors	vo_sel_default	vo_sel_culture	1.0	10.0	large	0	14	0	0	0	25	0	0	ranged_flanker	true	false	false	true
albion_cachtorr_stonethrower	20	wh2_main_body_30	2100	inf_ranged	22	spcl	20	33	wh_main_unit_long_text_chs_chaos_knights	hu11_cygor	albion_giant_entity	45	27	85	9000			0	0	giant_melee_boulder	giant_boulder_cachtorr	1	none	albion_cachtorr_stonethrower	wh_main_monster	placeholder	false	trained	albion_cachtorr_stonethrower			true	40.0	1500.0	0.0	wh_fear_terror	60	80	10	false	vo_sel_default	vo_sel_missile	vo_sel_culture	1.0	10.0	large	0	25	0	0	0	25	0	0	ranged_no_skirmish_gatecrusher	false	false	false	true
albion_highlander_ror	10	wh2_main_chainmail_80	2100	inf_melee	30	inf_mel	20	33	wh_dlc08_unit_long_text_nor_marauder_champions	hu1_empire_2handed_sword	wh_dlc08_infantry_champion_large_blood_dismembers	45	29	80	80			0	0	highlander_2h_sword		7	none	albion_highlander_ror	wh_main_infantry_chaos_warriors	placeholder	false	trained	albion_highlander_ror			true	40.0	1500.0	0.0	wh_hideForest	60	80	0	false	vo_sel_bretonnian_foot_squires	vo_sel_melee	vo_sel_culture	1.0	10.0	small	0	0	0	0	0	0	0	0	melee	false	false	false	true
