land_units_to_unit_abilites_junctions_tables	0
wh2_dlc09_unit_passive_unstable_mark_ii_sand	elo_tomb_guardian_spears_summoned
wh2_dlc09_unit_passive_unstable_sand	elo_tomb_guardian_spears_summoned
wh_dlc04_unit_passive_unbinding_grave_guard	elo_tomb_guardian_spears_summoned
elo_liche_call_the_legions	elo_liche_general
elo_liche_call_the_legions	elo_liche_general_barded_steed
elo_liche_call_the_legions	elo_liche_general_chariot
elo_liche_call_the_legions	elo_liche_general_warsphinx
wh_main_character_abilities_arcane_conduit	elo_liche_general
wh_main_character_abilities_arcane_conduit	elo_liche_general_barded_steed
wh_main_character_abilities_arcane_conduit	elo_liche_general_chariot
wh_main_character_abilities_arcane_conduit	elo_liche_general_warsphinx
wh_main_unit_passive_unstable_mark_ii	Dread_King
wh_dlc08_unit_passive_from_the_mist	wh_dlc08_nor_cha_fimir_balefiend_beast
wh_main_character_abilities_arcane_conduit	wh_dlc08_nor_cha_fimir_balefiend_beast
wh_main_character_passive_evasion	wh_dlc08_nor_cha_fimir_balefiend_beast
wh_dlc08_unit_passive_from_the_mist	wh_dlc08_nor_cha_fimir_balefiend_death
wh_main_character_abilities_arcane_conduit	wh_dlc08_nor_cha_fimir_balefiend_death
wh_main_character_passive_evasion	wh_dlc08_nor_cha_fimir_balefiend_death
wh_main_unit_passive_unstable	elo_tomb_guardian
wh_main_unit_passive_unstable_mark_ii	elo_tomb_guardian
wh_main_unit_passive_unstable	elo_tomb_guardian_2h_waepons
wh_main_unit_passive_unstable_mark_ii	elo_tomb_guardian_2h_waepons
wh_main_unit_passive_unstable	elo_tomb_guardian_spears
wh_main_unit_passive_unstable_mark_ii	elo_tomb_guardian_spears
wh2_dlc09_faction_passive_realm_of_souls_tier_1	elo_tomb_guardian
wh2_dlc09_faction_passive_realm_of_souls_tier_2	elo_tomb_guardian
wh2_dlc09_faction_passive_realm_of_souls_tier_3	elo_tomb_guardian
wh2_dlc09_faction_passive_realm_of_souls_tier_1	elo_tomb_guardian_2h_waepons
wh2_dlc09_faction_passive_realm_of_souls_tier_2	elo_tomb_guardian_2h_waepons
wh2_dlc09_faction_passive_realm_of_souls_tier_3	elo_tomb_guardian_2h_waepons
wh2_dlc09_faction_passive_realm_of_souls_tier_1	elo_tomb_guardian_spears
wh2_dlc09_faction_passive_realm_of_souls_tier_2	elo_tomb_guardian_spears
wh2_dlc09_faction_passive_realm_of_souls_tier_3	elo_tomb_guardian_spears
elo_so_hungry	elo_carrion_gobbo_bow
thiz_iz_troll	elo_armoured_icetrolls
thiz_iz_troll	elo_southern_trolls
thiz_iz_troll	elo_red_avalanche
thiz_iz_troll	elo_river_trolls
thiz_iz_troll	elo_mountain_trolls
thiz_iz_troll	elo_shipwreckers
thiz_iz_troll	elo_kin
thiz_iz_troll	elo_forest_trolls
thiz_iz_troll	elo_bile_trolls
thiz_iz_troll	elo_snow_troll
elo_so_hungry	elo_carrion_squig_hoppers
elo_so_hungry	elo_carrion_gobbo_melee
thiz_iz_troll	wh_dlc01_chs_mon_trolls_1
thiz_iz_troll	wh_dlc08_nor_mon_norscan_ice_trolls_0
thiz_iz_troll	wh_main_chs_mon_trolls
thiz_iz_troll	wh_main_grn_mon_trolls
thiz_iz_troll	elo_night_trolls_ror
wh_main_unit_passive_frenzy	elo_night_trolls_ror
troll_mocking_laughter	elo_night_trolls_ror
wh_main_unit_passive_regeneration	elo_night_trolls_ror
wh_main_unit_passive_regeneration	elo_armoured_icetrolls
wh_main_unit_passive_regeneration	elo_southern_trolls
wh_main_unit_passive_regeneration	elo_red_avalanche
wh_dlc08_unit_passive_berserk	elo_red_avalanche
wh_main_unit_passive_regeneration	elo_river_trolls
wh2_dlc15_unit_passive_overwhelming_odour	elo_river_trolls
wh_main_unit_passive_regeneration	elo_mountain_trolls
rock_solid	elo_mountain_trolls
wh_main_unit_passive_regeneration	elo_shipwreckers
wh2_dlc15_unit_passive_overwhelming_odour	elo_shipwreckers
wh_main_unit_passive_regeneration	elo_cha_troll_lord
wh_dlc08_lord_abilities_copious_vomit	elo_cha_troll_lord
run_and_shakeoff	elo_cha_troll_lord
wh_dlc08_lord_abilities_fight_or_die	elo_cha_troll_lord
run_and_shakeoff	wh_dlc08_nor_cha_throgg_0
wh_main_character_abilities_foe_seeker	elo_cha_troll_lord
wh_main_unit_passive_regeneration	elo_kin
order_protect	elo_kin
order_squish	elo_kin
order_aim_higher	elo_kin
order_catch	elo_kin
wh_main_unit_passive_regeneration	elo_forest_trolls
difficult_to_spot	elo_forest_trolls
stunted_regeneration	elo_bile_trolls
sickness_host	elo_bile_trolls
wh_main_unit_passive_regeneration	elo_snow_troll
temper_tantrum	elo_snow_troll
wh2_dlc15_unit_passive_overwhelming_odour	elo_chief_ugma
wh_main_unit_passive_regeneration	elo_chief_ugma
elo_greater_swamp_breath	elo_chief_ugma
run_and_shakeoff	elo_chief_ugma
wh_dlc08_lord_abilities_fight_or_die	elo_chief_ugma
wh_main_unit_passive_regeneration	ovn_trl_inf_stone_throw_troll
wh_main_unit_passive_regeneration	elo_warpstone_trolls
warpstone_solid	elo_warpstone_trolls
wh_main_unit_passive_frenzy	jag_amazon
wh_main_unit_passive_frenzy	OtF_khemri_kepra_guard
wh_main_lord_passive_hold_the_line	morgan_bernhardt
wh_main_character_abilities_heroic_killing_blow	morgan_bernhardt
wh_main_character_abilities_stand_your_ground	morgan_bernhardt
wh_main_character_abilities_deadly_onslaught	morgan_bernhardt
wh_main_character_abilities_arcane_conduit	vladimir_stormbringer
wh_main_character_passive_evasion	vladimir_stormbringer
wh_dlc08_quest_abilities_howling_winter	vladimir_stormbringer
arb_fatandira_aimed_shot	arb_fatandira
wh_main_character_abilities_deadly_onslaught	arb_fatandira
wh_main_character_abilities_foe_seeker	arb_fatandira
arb_fatandira_desert_feint	arb_fatandira
wh_main_character_abilities_stand_your_ground	arb_fatandira
arb_fatandira_aimed_shot	arb_fatandira_warhorse
wh_main_character_abilities_deadly_onslaught	arb_fatandira_warhorse
wh_main_character_abilities_foe_seeker	arb_fatandira_warhorse
arb_fatandira_desert_feint	arb_fatandira_warhorse
wh_main_character_abilities_stand_your_ground	arb_fatandira_warhorse
arb_fatandira_aimed_shot	arb_fatandira_roc
wh_main_character_abilities_deadly_onslaught	arb_fatandira_roc
wh_main_character_abilities_foe_seeker	arb_fatandira_roc
arb_fatandira_desert_feint	arb_fatandira_roc
wh_main_character_abilities_stand_your_ground	arb_fatandira_roc
bacr_unit_passive_unstable_mark_ii_daemon	rbt_nurgle_daemon
bacr_unit_passive_unstable_daemon	rbt_nurgle_daemon
wh_main_unit_passive_regeneration	rbt_nurgle_daemon
wh_main_character_abilities_arcane_conduit	arb_vizier_fire_0
wh_main_character_abilities_arcane_conduit	arb_vizier_fire_1
wh_main_character_abilities_arcane_conduit	arb_vizier_fire_2
wh_main_character_abilities_arcane_conduit	arb_vizier_life_0
wh_main_character_abilities_arcane_conduit	arb_vizier_life_1
wh_main_character_abilities_arcane_conduit	arb_vizier_life_2
wh_main_character_abilities_arcane_conduit	arb_vizier_heavens_0
wh_main_character_abilities_arcane_conduit	arb_vizier_heavens_1
wh_main_character_abilities_arcane_conduit	arb_vizier_heavens_2
wh_main_character_abilities_arcane_conduit	arb_vizier_desert_0
wh_main_character_abilities_arcane_conduit	arb_vizier_desert_1
wh_main_character_abilities_arcane_conduit	arb_vizier_desert_2
bacr_unit_passive_unstable_mark_ii_daemon	kho_bloodletter
bacr_unit_passive_unstable_daemon	kho_bloodletter
wh_main_unit_passive_frenzy	kho_bloodletter
wh2_main_unit_passive_primal_instincts	kho_bloodletter
fire_of_the_gods_effect_deamon	Great_Deamon1_unit
fire_of_the_gods_effect_deamon_ground	Great_Deamon1_unit
abilities_rage_of_khorne	Great_Deamon1_unit
blooth_thirsters_breath	Great_Deamon1_unit
ovn_thief	halfling_milittia_arch
ovn_thief	halfling_milittia_great
ovn_thief	halfling_warden_great
ovn_thief	hlf_roast_pig
ovn_thief	ovn_mtl_cav_swine_riders_0
ovn_thief	ovn_mtl_cav_poultry_riders_0
ovn_fight_eat	hlf_roast_pig
ovn_take_bite	hlf_roast_pig
ovn_dont_abandon	hlf_roast_pig
ovn_baby_dragon_breath	hlf_baby_dragon
ovn_thief	halfling_militia
ovn_feast	halfling_cook
ovn_feast	halfling_cook_ror
ovn_thief	halfling_thief
wh_main_unit_passive_deathblow	sr_ogre
wh_main_unit_passive_deathblow	sr_ogre_ror
wh_main_character_abilities_deadly_onslaught	ovn_hlf_ll
wh_main_character_abilities_foe_seeker	ovn_hlf_ll
wh_main_character_abilities_stand_your_ground	ovn_hlf_ll
wh_dlc05_spell_shadow_melkoths_mystifying_miasma	ovn_hlf_ll
wh_dlc05_spell_shadow_pit_of_shades	ovn_hlf_ll
wh_dlc05_spell_shadow_the_enfeebling_foe	ovn_hlf_ll
wh_dlc05_spell_shadow_the_penumbral_pendulum	ovn_hlf_ll
wh_dlc05_spell_shadow_the_withering	ovn_hlf_ll
ovn_thief	ovn_hlf_ll
ovn_thief	halfling_archer
ovn_thief	halfling_inf
ovn_thief	halfling_warfoot
ovn_thief	halfling_cock
ovn_thief	halfling_spear
ovn_thief	halfling_cook
ovn_thief	halfling_cook_ror
ovn_thief	halfling_cat
ovn_thief	halfling_cat_ror
wh_dlc06_unit_abilities_smoke_bomb	halfling_thief
wh_dlc03_unit_passive_drunken	halfling_thief
equipment_maintanance	elo_supply_wagon
smokeleaf_smokescreen	elo_supply_wagon
ovn_thief	ovn_mtl_art_hotpot
ovn_thief	ovn_mtl_art_hotpot_ror
wh_dlc08_unit_passive_from_the_mist	fim_meargh_skattach
fim_skattach_poison_mist	fim_meargh_skattach
fim_skattach_summon_bloodletters	fim_meargh_skattach
bacr_unit_passive_unstable_mark_ii_daemon	kho_bloodletter_summon
bacr_unit_passive_unstable_daemon	kho_bloodletter_summon
wh_main_unit_passive_frenzy	kho_bloodletter_summon
wh2_main_unit_passive_primal_instincts	kho_bloodletter_summon
wh2_dlc11_unit_passive_unbinding_rotting_prometheans	kho_bloodletter_summon
wh_main_character_passive_evasion	ovn_rbt_ch_blightstormer
wh_main_character_abilities_stand_or_die	ribspreader
wh_main_character_abilities_foe_seeker	ribspreader
wh_main_character_abilities_deadly_onslaught	ribspreader
wh_main_character_abilities_stand_or_die	ribspreader_mammoth
wh_main_character_abilities_foe_seeker	ribspreader_mammoth
wh_main_character_abilities_deadly_onslaught	ribspreader_mammoth
ribspreader_summon_allies	ribspreader
ribspreader_summon_allies	ribspreader_mammoth
ribspreader_plague_of_rust	ribspreader
ribspreader_plague_of_rust	ribspreader_mammoth
wh2_main_unit_passive_martial_prowess	ovn_stormrider
wh_main_character_abilities_deadly_onslaught	ovn_stormrider
wh_main_character_abilities_foe_seeker	ovn_stormrider
wh_main_character_abilities_stand_your_ground	ovn_stormrider
wh2_main_unit_passive_martial_prowess	ovn_stormrider_mount
wh_main_character_abilities_deadly_onslaught	ovn_stormrider_mount
wh_main_character_abilities_foe_seeker	ovn_stormrider_mount
wh_main_character_abilities_stand_your_ground	ovn_stormrider_mount
wh_main_mount_passive_bloodroar	ovn_stormrider_mount
wh_main_character_abilities_arcane_conduit	arb_golden_magus
arb_golden_magus_master_djinn	arb_golden_magus
ovn_unit_passive_genie_deco	ovn_arb_mon_genie_summoned
wh2_dlc09_lord_abilities_sand_storm	ovn_arb_mon_genie_summoned
wh_main_spell_bound_fireball	ovn_arb_mon_genie_summoned
ovn_unit_passive_unbinding_djinn	ovn_arb_mon_genie_summoned
wh_main_character_abilities_arcane_conduit	arb_golden_magus_camel
arb_golden_magus_master_djinn	arb_golden_magus_camel
wh_main_character_abilities_arcane_conduit	arb_golden_magus_skiff
arb_golden_magus_master_djinn	arb_golden_magus_skiff
arb_golden_magus_skiff_mistral	arb_golden_magus_skiff
arb_golden_magus_skiff_scirocco	arb_golden_magus_skiff
ground_arua_for_summoned_djinn	arb_sultan_of_flame
ground_arua_for_summoned_djinn_2	arb_sultan_of_flame
fire_trail_for_summoned_djinn	arb_sultan_of_flame
ovn_unit_passive_unbinding_djinn	arb_sultan_of_flame
wh_main_spell_bound_piercing_bolts_of_burning	arb_sultan_of_flame
arb_sultan_flame_bound_firestorm	arb_sultan_of_flame
arb_sultan_flame_bound_fireburst	arb_sultan_of_flame
arb_golden_magus_wrath_djinn_passive	arb_golden_magus
arb_golden_magus_wrath_djinn_passive	arb_golden_magus_camel
arb_golden_magus_wrath_djinn_passive	arb_golden_magus_skiff
ovn_thief	ovn_hlf_glibfoot
hlf_glibfoot_adv_continues	ovn_hlf_glibfoot
hlf_glibfoot_for_the_moot	ovn_hlf_glibfoot
wh_main_character_abilities_deadly_onslaught	ovn_hlf_glibfoot
hlf_glibfoot_thief_tactics	ovn_hlf_glibfoot
wh_main_character_abilities_foe_seeker	ovn_hlf_moot_general_0
wh_main_character_abilities_stand_your_ground	ovn_hlf_moot_general_0
ovn_thief	ovn_hlf_moot_general_0
ovn_thief	ovn_hlf_fieldwarden_0
wh_main_hero_abilities_slippery	ovn_hlf_fieldwarden_0
ovn_thief	ovn_hlf_master_chef_0
hlf_master_chef_regeneration_passive_aura	ovn_hlf_master_chef_0
hlf_master_chef_earth_blood_upgraded	ovn_hlf_master_chef_0
hlf_master_chef_hot_spices	ovn_hlf_master_chef_0
wh_main_character_abilities_foe_seeker	ovn_hlf_sheriff_0
wh_main_character_abilities_stand_your_ground	ovn_hlf_sheriff_0
ovn_thief	ovn_hlf_sheriff_0
hlf_master_chef_flush_soup	ovn_hlf_master_chef_0
wh_main_lord_passive_hold_the_line	ovn_hlf_sheriff_0
wh_main_character_abilities_foe_seeker	ovn_hlf_moot_general_2
wh_main_character_abilities_stand_your_ground	ovn_hlf_moot_general_2
ovn_thief	ovn_hlf_moot_general_2
hlf_master_chef_regeneration_passive_aura	ovn_hlf_master_chef_1
hlf_master_chef_earth_blood_upgraded	ovn_hlf_master_chef_1
hlf_master_chef_hot_spices	ovn_hlf_master_chef_1
equipment_maintanance	ovn_hlf_master_chef_1
smokeleaf_smokescreen	ovn_hlf_master_chef_1
hlf_master_chef_flush_soup	ovn_hlf_master_chef_1
wh_main_character_abilities_foe_seeker	ovn_hlf_sheriff_1
wh_main_character_abilities_stand_your_ground	ovn_hlf_sheriff_1
ovn_thief	ovn_hlf_sheriff_1
wh_main_lord_passive_hold_the_line	ovn_hlf_sheriff_1
wh_dlc02_unit_passive_the_flag_of_blood_keep	dismounted_blood_knights
wh_main_unit_passive_frenzy	dismounted_blood_knights
wh_main_unit_passive_unstable	dismounted_blood_knights
wh_main_unit_passive_unstable_mark_ii	dismounted_blood_knights
wh_dlc02_unit_passive_the_flag_of_blood_keep	dismounted_blood_knights_shield
wh_main_unit_passive_frenzy	dismounted_blood_knights_shield
wh_main_unit_passive_unstable	dismounted_blood_knights_shield
wh_main_unit_passive_unstable_mark_ii	dismounted_blood_knights_shield
wh2_main_unit_passive_martial_prowess	cr_hef_veh_lothern_skycutter
wh2_main_unit_passive_martial_prowess	cr_hef_veh_lothern_skycutter_ror
cr_unit_abilities_emulation_of_kalagan	cr_hef_veh_lothern_skycutter_ror
wh_main_unit_passive_regeneration	elo_sea_troll
thiz_iz_troll	elo_sea_troll
ovn_rot_nurgle_flies	ovn_nurgle_chs_cav_chaos_knights_0
ovn_rot_nurgle_flies	ovn_nurgle_chs_cav_chaos_knights_1
wh_main_unit_passive_regeneration	ovn_nurgle_chs_cav_chaos_knights_0
wh_main_unit_passive_regeneration	ovn_nurgle_chs_cav_chaos_knights_1
ovn_rot_mark_nurgle	ovn_nurgle_chs_cav_chaos_knights_0
ovn_rot_mark_nurgle	ovn_nurgle_chs_cav_chaos_knights_1
wh_main_unit_passive_regeneration	elo_troll_champ
wh_main_character_abilities_foe_seeker	elo_troll_champ
elo_troll_me_boss_now	elo_troll_champ
elo_lesser_vomit	elo_troll_champ
elo_violent_command	elo_troll_champ
wh_main_character_abilities_deadly_onslaught	elo_troll_champ
ovn_hlf_ammo	elo_supply_wagon
ovn_hlf_ammo	ovn_hlf_master_chef_1
wh2_dlc10_unit_passive_unbinding_alith_anar	ovn_hlf_mislead_summoned
wh_main_unit_passive_regeneration	elo_troll_giant
