campaign_group_member_criteria_subcultures_tables	0
diplomacy_Faction_Mannfred_&_OtherFactionChaos_&_Negative	wh_main_sc_nor_warp
diplomacy_Faction_Mannfred_&_OtherFactionChaos_&_Positive	wh_main_sc_nor_warp
diplomacy_Faction_Mazdamundi_&_OtherFactionChaos	wh_main_sc_nor_warp
diplomacy_Faction_Mazdamundi_&_OtherFactionChaos_&_Negative	wh_main_sc_nor_warp
diplomacy_Faction_Mazdamundi_&_OtherFactionChaos_&_Positive	wh_main_sc_nor_warp
diplomacy_Faction_Morathi_&_OtherFactionChaos	wh_main_sc_nor_warp
diplomacy_Faction_Morathi_&_OtherFactionChaos_&_Negative	wh_main_sc_nor_warp
diplomacy_Faction_Morathi_&_OtherFactionChaos_&_Positive	wh_main_sc_nor_warp
diplomacy_Faction_Queek_&_OtherFactionChaos	wh_main_sc_nor_warp
diplomacy_Faction_Queek_&_OtherFactionChaos_&_Negative	wh_main_sc_nor_warp
diplomacy_Faction_Queek_&_OtherFactionChaos_&_Positive	wh_main_sc_nor_warp
diplomacy_Faction_Sigvald_&_OtherFactionChaos	wh_main_sc_nor_warp
diplomacy_Faction_Sigvald_&_OtherFactionChaos_&_Negative	wh_main_sc_nor_warp
diplomacy_Faction_Sigvald_&_OtherFactionChaos_&_Positive	wh_main_sc_nor_warp
diplomacy_Faction_Skrolk_&_OtherFactionChaos	wh_main_sc_nor_warp
diplomacy_Faction_Skrolk_&_OtherFactionChaos_&_Negative	wh_main_sc_nor_warp
diplomacy_Faction_Skrolk_&_OtherFactionChaos_&_Positive	wh_main_sc_nor_warp
diplomacy_Faction_Teclis_&_OtherFactionChaos	wh_main_sc_nor_warp
diplomacy_Faction_Teclis_&_OtherFactionChaos_&_Negative	wh_main_sc_nor_warp
diplomacy_Faction_Teclis_&_OtherFactionChaos_&_Positive	wh_main_sc_nor_warp
diplomacy_Faction_Thorgrim_&_OtherFactionChaos	wh_main_sc_nor_warp
diplomacy_Faction_Thorgrim_&_OtherFactionChaos_&_Negative	wh_main_sc_nor_warp
diplomacy_Faction_Thorgrim_&_OtherFactionChaos_&_Positive	wh_main_sc_nor_warp
diplomacy_Faction_Tyrion_&_OtherFactionChaos	wh_main_sc_nor_warp
diplomacy_Faction_Tyrion_&_OtherFactionChaos_&_Negative	wh_main_sc_nor_warp
diplomacy_Faction_Tyrion_&_OtherFactionChaos_&_Positive	wh_main_sc_nor_warp
diplomacy_Faction_Ungrim_&_OtherFactionChaos	wh_main_sc_nor_warp
diplomacy_Faction_Ungrim_&_OtherFactionChaos_&_Negative	wh_main_sc_nor_warp
diplomacy_Faction_Ungrim_&_OtherFactionChaos_&_Positive	wh_main_sc_nor_warp
diplomacy_Faction_Vlad_&_OtherFactionChaos	wh_main_sc_nor_warp
diplomacy_Faction_Vlad_&_OtherFactionChaos_&_Negative	wh_main_sc_nor_warp
diplomacy_Faction_Vlad_&_OtherFactionChaos_&_Positive	wh_main_sc_nor_warp
diplomacy_Faction_tehenhauin_&_OtherFactionChaos	wh_main_sc_nor_warp
diplomacy_Faction_tehenhauin_&_OtherFactionChaos_&_Negative	wh_main_sc_nor_warp
diplomacy_Faction_tehenhauin_&_OtherFactionChaos_&_Positive	wh_main_sc_nor_warp
diplomacy_Faction_tiktaqto_&_OtherFactionChaos	wh_main_sc_nor_warp
diplomacy_Faction_tiktaqto_&_OtherFactionChaos_&_Negative	wh_main_sc_nor_warp
diplomacy_Faction_tiktaqto_&_OtherFactionChaos_&_Positive	wh_main_sc_nor_warp
diplomacy_Subcult_Bretonnia_&_OtherFactionChaos	wh_main_sc_nor_warp
diplomacy_Subcult_Bretonnia_&_OtherFactionChaos_&_Negative	wh_main_sc_nor_warp
diplomacy_Subcult_Bretonnia_&_OtherFactionChaos_&_Positive	wh_main_sc_nor_warp
diplomacy_Subcult_Chaos_&_OtherFactionChaos	wh_main_sc_nor_warp
diplomacy_Subcult_Chaos_&_OtherFactionChaos_&_Negative	wh_main_sc_nor_warp
diplomacy_Subcult_Chaos_&_OtherFactionChaos_&_Positive	wh_main_sc_nor_warp
diplomacy_Subcult_DarkElves_&_OtherFactionChaos	wh_main_sc_nor_warp
diplomacy_Subcult_DarkElves_&_OtherFactionChaos_&_Negative	wh_main_sc_nor_warp
diplomacy_Subcult_DarkElves_&_OtherFactionChaos_&_Positive	wh_main_sc_nor_warp
diplomacy_Subcult_Dwarfs_&_FactionKarakAzul_Dwarf_Lord_2_&_OtherFactionChaos	wh_main_sc_nor_warp
diplomacy_Subcult_Dwarfs_&_FactionKarakAzul_Dwarf_Lord_2_&_OtherFactionChaos_&_Negative	wh_main_sc_nor_warp
diplomacy_Subcult_Dwarfs_&_FactionKarakAzul_Dwarf_Lord_2_&_OtherFactionChaos_&_Positive	wh_main_sc_nor_warp
diplomacy_Subcult_Dwarfs_&_OtherFactionChaos	wh_main_sc_nor_warp
diplomacy_Subcult_Dwarfs_&_OtherFactionChaos_&_Negative	wh_main_sc_nor_warp
diplomacy_Subcult_Dwarfs_&_OtherFactionChaos_&_Positive	wh_main_sc_nor_warp
diplomacy_Subcult_Empire_&_FactionAverland_Emp_General_2_OtherFactionChaos	wh_main_sc_nor_warp
diplomacy_Subcult_Empire_&_FactionAverland_Emp_General_2_OtherFactionChaos_&_Negative	wh_main_sc_nor_warp
diplomacy_Subcult_Empire_&_FactionAverland_Emp_General_2_OtherFactionChaos_&_Positive	wh_main_sc_nor_warp
diplomacy_Subcult_Empire_&_FactionMarienburg_Emp_General_2_OtherFactionChaos	wh_main_sc_nor_warp
diplomacy_Subcult_Empire_&_FactionMarienburg_Emp_General_2_OtherFactionChaos_&_Negative	wh_main_sc_nor_warp
diplomacy_Subcult_Empire_&_FactionMarienburg_Emp_General_2_OtherFactionChaos_&_Positive	wh_main_sc_nor_warp
diplomacy_Subcult_Empire_&_FactionTalabecland_Emp_General_2_OtherFactionChaos	wh_main_sc_nor_warp
diplomacy_Subcult_Empire_&_FactionTalabecland_Emp_General_2_OtherFactionChaos_&_Negative	wh_main_sc_nor_warp
diplomacy_Subcult_Empire_&_FactionTalabecland_Emp_General_2_OtherFactionChaos_&_Positive	wh_main_sc_nor_warp
diplomacy_Subcult_Empire_&_OtherFactionChaos	wh_main_sc_nor_warp
diplomacy_Subcult_Empire_&_OtherFactionChaos_&_Negative	wh_main_sc_nor_warp
diplomacy_Subcult_Empire_&_OtherFactionChaos_&_Positive	wh_main_sc_nor_warp
diplomacy_Subcult_Greenskins_&_FactionBlackVenom_Goblin_Great_Shaman_1_&_OtherFactionChaos	wh_main_sc_nor_warp
diplomacy_Subcult_Greenskins_&_FactionBlackVenom_Goblin_Great_Shaman_1_&_OtherFactionChaos_&_Negative	wh_main_sc_nor_warp
diplomacy_Subcult_Greenskins_&_FactionBlackVenom_Goblin_Great_Shaman_1_&_OtherFactionChaos_&_Positive	wh_main_sc_nor_warp
diplomacy_Subcult_Greenskins_&_FactionCreepingDeath_Goblin_Great_Shaman_2_&_OtherFactionChaos	wh_main_sc_nor_warp
diplomacy_Subcult_Greenskins_&_FactionCreepingDeath_Goblin_Great_Shaman_2_&_OtherFactionChaos_&_Negative	wh_main_sc_nor_warp
diplomacy_Subcult_Greenskins_&_FactionCreepingDeath_Goblin_Great_Shaman_2_&_OtherFactionChaos_&_Positive	wh_main_sc_nor_warp
diplomacy_Subcult_Greenskins_&_FactionCrookedMoon_Goblin_Great_Shaman_2_&_OtherFactionChaos	wh_main_sc_nor_warp
diplomacy_Subcult_Greenskins_&_FactionCrookedMoon_Goblin_Great_Shaman_2_&_OtherFactionChaos_&_Negative	wh_main_sc_nor_warp
diplomacy_Subcult_Greenskins_&_FactionCrookedMoon_Goblin_Great_Shaman_2_&_OtherFactionChaos_&_Positive	wh_main_sc_nor_warp
diplomacy_Subcult_Greenskins_&_FactionLeafCutterz_Goblin_Great_Shaman_2_&_OtherFactionChaos	wh_main_sc_nor_warp
diplomacy_Subcult_Greenskins_&_FactionLeafCutterz_Goblin_Great_Shaman_2_&_OtherFactionChaos_&_Negative	wh_main_sc_nor_warp
diplomacy_Subcult_Greenskins_&_FactionLeafCutterz_Goblin_Great_Shaman_2_&_OtherFactionChaos_&_Positive	wh_main_sc_nor_warp
diplomacy_Subcult_Greenskins_&_FactionRedCloud_Goblin_Great_Shaman_2_&_OtherFactionChaos	wh_main_sc_nor_warp
diplomacy_Subcult_Greenskins_&_FactionRedCloud_Goblin_Great_Shaman_2_&_OtherFactionChaos_&_Negative	wh_main_sc_nor_warp
diplomacy_Subcult_Greenskins_&_FactionRedCloud_Goblin_Great_Shaman_2_&_OtherFactionChaos_&_Positive	wh_main_sc_nor_warp
diplomacy_Subcult_Greenskins_&_FactionRedEye_Goblin_Great_Shaman_1_&_OtherFactionChaos	wh_main_sc_nor_warp
diplomacy_Subcult_Greenskins_&_FactionRedEye_Goblin_Great_Shaman_1_&_OtherFactionChaos_&_Negative	wh_main_sc_nor_warp
diplomacy_Subcult_Greenskins_&_FactionRedEye_Goblin_Great_Shaman_1_&_OtherFactionChaos_&_Positive	wh_main_sc_nor_warp
diplomacy_Subcult_Greenskins_&_FactionRedFangs_Orc_Warboss_2_&_OtherFactionChaos	wh_main_sc_nor_warp
diplomacy_Subcult_Greenskins_&_FactionRedFangs_Orc_Warboss_2_&_OtherFactionChaos_&_Negative	wh_main_sc_nor_warp
diplomacy_Subcult_Greenskins_&_FactionRedFangs_Orc_Warboss_2_&_OtherFactionChaos_&_Positive	wh_main_sc_nor_warp
diplomacy_Subcult_Greenskins_&_FactionScabbyEye_Goblin_Great_Shaman_2_&_OtherFactionChaos	wh_main_sc_nor_warp
diplomacy_Subcult_Greenskins_&_FactionScabbyEye_Goblin_Great_Shaman_2_&_OtherFactionChaos_&_Negative	wh_main_sc_nor_warp
diplomacy_Subcult_Greenskins_&_FactionScabbyEye_Goblin_Great_Shaman_2_&_OtherFactionChaos_&_Positive	wh_main_sc_nor_warp
diplomacy_Subcult_Greenskins_&_FactionSkullCrag_Goblin_Great_Shaman_1_&_OtherFactionChaos	wh_main_sc_nor_warp
diplomacy_Subcult_Greenskins_&_FactionSkullCrag_Goblin_Great_Shaman_1_&_OtherFactionChaos_&_Negative	wh_main_sc_nor_warp
diplomacy_Subcult_Greenskins_&_FactionSkullCrag_Goblin_Great_Shaman_1_&_OtherFactionChaos_&_Positive	wh_main_sc_nor_warp
diplomacy_Subcult_Greenskins_&_FactionSkullsmasherz_Orc_Warboss_2_&_OtherFactionChaos	wh_main_sc_nor_warp
diplomacy_Subcult_Greenskins_&_FactionSkullsmasherz_Orc_Warboss_2_&_OtherFactionChaos_&_Negative	wh_main_sc_nor_warp
diplomacy_Subcult_Greenskins_&_FactionSkullsmasherz_Orc_Warboss_2_&_OtherFactionChaos_&_Positive	wh_main_sc_nor_warp
diplomacy_Subcult_Greenskins_&_FactionTeefSnatchaz_Goblin_Great_Shaman_1_&_OtherFactionChaos	wh_main_sc_nor_warp
diplomacy_Subcult_Greenskins_&_FactionTeefSnatchaz_Goblin_Great_Shaman_1_&_OtherFactionChaos_&_Negative	wh_main_sc_nor_warp
diplomacy_Subcult_Greenskins_&_FactionTeefSnatchaz_Goblin_Great_Shaman_1_&_OtherFactionChaos_&_Positive	wh_main_sc_nor_warp
diplomacy_Subcult_Greenskins_&_OtherFactionChaos	wh_main_sc_nor_warp
diplomacy_Subcult_Greenskins_&_OtherFactionChaos_&_Negative	wh_main_sc_nor_warp
diplomacy_Subcult_Greenskins_&_OtherFactionChaos_&_Positive	wh_main_sc_nor_warp
diplomacy_Subcult_HighElves_&_OtherFactionChaos	wh_main_sc_nor_warp
diplomacy_Subcult_HighElves_&_OtherFactionChaos_&_Negative	wh_main_sc_nor_warp
diplomacy_Subcult_HighElves_&_OtherFactionChaos_&_Positive	wh_main_sc_nor_warp
diplomacy_Subcult_Kislev_&_OtherFactionChaos	wh_main_sc_nor_warp
diplomacy_Subcult_Kislev_&_OtherFactionChaos_&_Negative	wh_main_sc_nor_warp
diplomacy_Subcult_Kislev_&_OtherFactionChaos_&_Positive	wh_main_sc_nor_warp
diplomacy_Subcult_Lizardmen_&_OtherFactionChaos	wh_main_sc_nor_warp
diplomacy_Subcult_Lizardmen_&_OtherFactionChaos_&_Negative	wh_main_sc_nor_warp
diplomacy_Subcult_Lizardmen_&_OtherFactionChaos_&_Positive	wh_main_sc_nor_warp
diplomacy_Subcult_Norsca_&_FactionGoromadny_&_OtherFactionChaos	wh_main_sc_nor_warp
diplomacy_Subcult_Norsca_&_FactionGoromadny_&_OtherFactionChaos_&_Negative	wh_main_sc_nor_warp
diplomacy_Subcult_Norsca_&_FactionGoromadny_&_OtherFactionChaos_&_Positive	wh_main_sc_nor_warp
diplomacy_Subcult_Norsca_&_FactionMung_&_OtherFactionChaos	wh_main_sc_nor_warp
diplomacy_Subcult_Norsca_&_FactionMung_&_OtherFactionChaos_&_Negative	wh_main_sc_nor_warp
diplomacy_Subcult_Norsca_&_FactionMung_&_OtherFactionChaos_&_Positive	wh_main_sc_nor_warp
diplomacy_Subcult_Norsca_&_FactionVanaheimlings_&_OtherFactionChaos	wh_main_sc_nor_warp
diplomacy_Subcult_Norsca_&_FactionVanaheimlings_&_OtherFactionChaos_&_Negative	wh_main_sc_nor_warp
diplomacy_Subcult_Norsca_&_FactionVanaheimlings_&_OtherFactionChaos_&_Positive	wh_main_sc_nor_warp
diplomacy_Subcult_Norsca_&_FactionVarg_&_OtherFactionChaos	wh_main_sc_nor_warp
diplomacy_Subcult_Norsca_&_FactionVarg_&_OtherFactionChaos_&_Negative	wh_main_sc_nor_warp
diplomacy_Subcult_Norsca_&_FactionVarg_&_OtherFactionChaos_&_Positive	wh_main_sc_nor_warp
diplomacy_Subcult_Norsca_&_OtherFactionChaos	wh_main_sc_nor_warp
diplomacy_Subcult_Norsca_&_OtherFactionChaos_&_Negative	wh_main_sc_nor_warp
diplomacy_Subcult_Norsca_&_OtherFactionChaos_&_Positive	wh_main_sc_nor_warp
diplomacy_Subcult_SavageOrcs_&_OtherFactionChaos	wh_main_sc_nor_warp
diplomacy_Subcult_SavageOrcs_&_OtherFactionChaos_&_Negative	wh_main_sc_nor_warp
diplomacy_Subcult_SavageOrcs_&_OtherFactionChaos_&_Positive	wh_main_sc_nor_warp
diplomacy_Subcult_Skaven_&_OtherFactionChaos	wh_main_sc_nor_warp
diplomacy_Subcult_Skaven_&_OtherFactionChaos_&_Negative	wh_main_sc_nor_warp
diplomacy_Subcult_Skaven_&_OtherFactionChaos_&_Positive	wh_main_sc_nor_warp
diplomacy_Subcult_TEB_&_OtherFactionChaos	wh_main_sc_nor_warp
diplomacy_Subcult_TEB_&_OtherFactionChaos_&_Negative	wh_main_sc_nor_warp
diplomacy_Subcult_TEB_&_OtherFactionChaos_&_Positive	wh_main_sc_nor_warp
diplomacy_Subcult_Vampire_&_FactionStrygosEmpire_Master_Necromancer_Lord_1_&_OtherFactionChaos	wh_main_sc_nor_warp
diplomacy_Subcult_Vampire_&_FactionStrygosEmpire_Master_Necromancer_Lord_1_&_OtherFactionChaos_&_Negative	wh_main_sc_nor_warp
diplomacy_Subcult_Vampire_&_FactionStrygosEmpire_Master_Necromancer_Lord_1_&_OtherFactionChaos_&_Positive	wh_main_sc_nor_warp
diplomacy_Subcult_Vampire_&_FactionTemplehof_Master_Necromancer_Lord_1_&_OtherFactionChaos	wh_main_sc_nor_warp
diplomacy_Subcult_Vampire_&_FactionTemplehof_Master_Necromancer_Lord_1_&_OtherFactionChaos_&_Negative	wh_main_sc_nor_warp
diplomacy_Subcult_Vampire_&_FactionTemplehof_Master_Necromancer_Lord_1_&_OtherFactionChaos_&_Positive	wh_main_sc_nor_warp
diplomacy_Subcult_Vampire_&_OtherFactionChaos	wh_main_sc_nor_warp
diplomacy_Subcult_Vampire_&_OtherFactionChaos_&_Negative	wh_main_sc_nor_warp
diplomacy_Subcult_Vampire_&_OtherFactionChaos_&_Positive	wh_main_sc_nor_warp
diplomacy_faction_DEF_rakarth_&_OtherFactionChaos	wh_main_sc_nor_warp
diplomacy_faction_DEF_rakarth_&_OtherFactionChaos_&_Negative	wh_main_sc_nor_warp
diplomacy_faction_DEF_rakarth_&_OtherFactionChaos_&_Positive	wh_main_sc_nor_warp
diplomacy_faction_GOB_Grom_&_OtherFactionChaos	wh_main_sc_nor_warp
diplomacy_faction_GOB_Grom_&_OtherFactionChaos_&_Negative	wh_main_sc_nor_warp
diplomacy_faction_GOB_Grom_&_OtherFactionChaos_&_Positive	wh_main_sc_nor_warp
diplomacy_faction_HEF_Eltharion_&_OtherFactionChaos	wh_main_sc_nor_warp
diplomacy_faction_HEF_Eltharion_&_OtherFactionChaos_&_Negative	wh_main_sc_nor_warp
diplomacy_faction_HEF_Eltharion_&_OtherFactionChaos_&_Positive	wh_main_sc_nor_warp
diplomacy_faction_HEF_Imrik_&_OtherFactionChaos	wh_main_sc_nor_warp
diplomacy_faction_HEF_Imrik_&_OtherFactionChaos_&_Negative	wh_main_sc_nor_warp
diplomacy_faction_HEF_Imrik_&_OtherFactionChaos_&_Positive	wh_main_sc_nor_warp
diplomacy_faction_SKV_throt_&_OtherFactionChaos	wh_main_sc_nor_warp
diplomacy_faction_SKV_throt_&_OtherFactionChaos_&_Negative	wh_main_sc_nor_warp
diplomacy_faction_SKV_throt_&_OtherFactionChaos_&_Positive	wh_main_sc_nor_warp
diplomacy_faction_WEF_Drycha_&_OtherFactionChaos	wh_main_sc_nor_warp
diplomacy_faction_WEF_Drycha_&_OtherFactionChaos_&_Negative	wh_main_sc_nor_warp
diplomacy_faction_WEF_Drycha_&_OtherFactionChaos_&_Positive	wh_main_sc_nor_warp
diplomacy_faction_WEF_sisters_&_OtherFactionChaos	wh_main_sc_nor_warp
diplomacy_faction_WEF_sisters_&_OtherFactionChaos_&_Negative	wh_main_sc_nor_warp
diplomacy_faction_WEF_sisters_&_OtherFactionChaos_&_Positive	wh_main_sc_nor_warp
diplomacy_faction_brt_Repanse_de_Lyonese_&_OtherFactionChaos	wh_main_sc_nor_warp
diplomacy_faction_brt_Repanse_de_Lyonese_&_OtherFactionChaos_&_Negative	wh_main_sc_nor_warp
diplomacy_faction_brt_Repanse_de_Lyonese_&_OtherFactionChaos_&_Positive	wh_main_sc_nor_warp
diplomacy_faction_def_malus_darkblade_&_OtherFactionChaos	wh_main_sc_nor_warp
diplomacy_faction_def_malus_darkblade_&_OtherFactionChaos_&_Negative	wh_main_sc_nor_warp
diplomacy_faction_def_malus_darkblade_&_OtherFactionChaos_&_Positive	wh_main_sc_nor_warp
diplomacy_faction_skv_snikch_&_OtherFactionChaos	wh_main_sc_nor_warp
diplomacy_faction_skv_snikch_&_OtherFactionChaos_&_Negative	wh_main_sc_nor_warp
diplomacy_faction_skv_snikch_&_OtherFactionChaos_&_Positive	wh_main_sc_nor_warp
dlc06_diplomacy_Faction_Belegar_&_OtherFactionChaos	wh_main_sc_nor_warp
dlc06_diplomacy_Faction_Belegar_&_OtherFactionChaos_&_Negative	wh_main_sc_nor_warp
dlc06_diplomacy_Faction_Belegar_&_OtherFactionChaos_&_Positive	wh_main_sc_nor_warp
dlc06_diplomacy_Faction_Skarsnik_&_OtherFactionChaos	wh_main_sc_nor_warp
dlc06_diplomacy_Faction_Skarsnik_&_OtherFactionChaos_&_Negative	wh_main_sc_nor_warp
dlc06_diplomacy_Faction_Skarsnik_&_OtherFactionChaos_&_Positive	wh_main_sc_nor_warp
dlc06_diplomacy_Faction_Wurrzag_&_OtherFactionChaos	wh_main_sc_nor_warp
dlc06_diplomacy_Faction_Wurrzag_&_OtherFactionChaos_&_Negative	wh_main_sc_nor_warp
dlc06_diplomacy_Faction_Wurrzag_&_OtherFactionChaos_&_Positive	wh_main_sc_nor_warp
dlc09_diplomacy_Faction_TMB_Arkhan_&_OtherFactionChaos	wh_main_sc_nor_warp
dlc09_diplomacy_Faction_TMB_Arkhan_&_OtherFactionChaos_&_Negative	wh_main_sc_nor_warp
dlc09_diplomacy_Faction_TMB_Arkhan_&_OtherFactionChaos_&_Positive	wh_main_sc_nor_warp
dlc09_diplomacy_Faction_TMB_Khalida_&_OtherFactionChaos	wh_main_sc_nor_warp
dlc09_diplomacy_Faction_TMB_Khalida_&_OtherFactionChaos_&_Negative	wh_main_sc_nor_warp
dlc09_diplomacy_Faction_TMB_Khalida_&_OtherFactionChaos_&_Positive	wh_main_sc_nor_warp
dlc09_diplomacy_Faction_TMB_Khatep_&_OtherFactionChaos	wh_main_sc_nor_warp
dlc09_diplomacy_Faction_TMB_Khatep_&_OtherFactionChaos_&_Negative	wh_main_sc_nor_warp
dlc09_diplomacy_Faction_TMB_Khatep_&_OtherFactionChaos_&_Positive	wh_main_sc_nor_warp
dlc09_diplomacy_Faction_TMB_Numas_&_OtherFactionChaos	wh_main_sc_nor_warp
dlc09_diplomacy_Faction_TMB_Numas_&_OtherFactionChaos_&_Negative	wh_main_sc_nor_warp
dlc09_diplomacy_Faction_TMB_Numas_&_OtherFactionChaos_&_Positive	wh_main_sc_nor_warp
dlc09_diplomacy_Faction_TMB_Settra_&_OtherFactionChaos	wh_main_sc_nor_warp
dlc09_diplomacy_Faction_TMB_Settra_&_OtherFactionChaos_&_Negative	wh_main_sc_nor_warp
dlc09_diplomacy_Faction_TMB_Settra_&_OtherFactionChaos_&_Positive	wh_main_sc_nor_warp
dlc09_diplomacy_Subcult_TombKings_&_OtherFactionChaos	wh_main_sc_nor_warp
dlc09_diplomacy_Subcult_TombKings_&_OtherFactionChaos_&_Negative	wh_main_sc_nor_warp
dlc09_diplomacy_Subcult_TombKings_&_OtherFactionChaos_&_Positive	wh_main_sc_nor_warp
dlc11_diplomacy_Faction_CST_Harkon_&_OtherFactionChaos	wh_main_sc_nor_warp
dlc11_diplomacy_Faction_CST_Harkon_&_OtherFactionChaos_&_Negative	wh_main_sc_nor_warp
dlc11_diplomacy_Faction_CST_Harkon_&_OtherFactionChaos_&_Positive	wh_main_sc_nor_warp
dlc11_diplomacy_Faction_CST_Noctilus_&_OtherFactionChaos	wh_main_sc_nor_warp
dlc11_diplomacy_Faction_CST_Noctilus_&_OtherFactionChaos_&_Negative	wh_main_sc_nor_warp
dlc11_diplomacy_Faction_CST_Noctilus_&_OtherFactionChaos_&_Positive	wh_main_sc_nor_warp
grn_faction_waaagh_reward_member_chs	wh_main_sc_nor_warp
wh2_dlc11_diplomacy_Faction_CST_Aranessa_&_OtherFactionChaos	wh_main_sc_nor_warp
wh2_dlc11_diplomacy_Faction_CST_Aranessa_&_OtherFactionChaos_&_Negative	wh_main_sc_nor_warp
wh2_dlc11_diplomacy_Faction_CST_Aranessa_&_OtherFactionChaos_&_Positive	wh_main_sc_nor_warp
wh2_dlc11_diplomacy_Faction_CST_Cylostra_&_OtherFactionChaos	wh_main_sc_nor_warp
wh2_dlc11_diplomacy_Faction_CST_Cylostra_&_OtherFactionChaos_&_Negative	wh_main_sc_nor_warp
wh2_dlc11_diplomacy_Faction_CST_Cylostra_&_OtherFactionChaos_&_Positive	wh_main_sc_nor_warp
wh2_dlc15_hef_eltharion_dungeon_reward_chaos_Warriors	wh_main_sc_nor_warp
wh2_dlc15_prison_action_interrogate_chaos_Warriors	wh_main_sc_nor_warp
wh2_main_sc_chs_chaos_occupation_decision_do_nothing	wh_main_sc_nor_warp
wh2_main_sc_chs_chaos_occupation_decision_liberate	wh_main_sc_nor_warp
wh2_main_sc_chs_chaos_occupation_decision_raze_without_occupy	wh_main_sc_nor_warp
wh2_main_sc_chs_chaos_occupation_decision_treasure_hunt	wh_main_sc_nor_warp
wh2_main_sc_chs_chaos_occupation_decision_vassal	wh_main_sc_nor_warp
wh_dlc03_diplomacy_Faction_Khazrak_&_OtherFactionChaos	wh_main_sc_nor_warp
wh_dlc03_diplomacy_Faction_Khazrak_&_OtherFactionChaos_&_Negative	wh_main_sc_nor_warp
wh_dlc03_diplomacy_Faction_Khazrak_&_OtherFactionChaos_&_Positive	wh_main_sc_nor_warp
wh_dlc03_diplomacy_Subcult_Beastmen_&_FactionSecondary_Beastmen_Lord_2_OtherFactionChaos	wh_main_sc_nor_warp
wh_dlc03_diplomacy_Subcult_Beastmen_&_FactionSecondary_Beastmen_Lord_2_OtherFactionChaos_&_Negative	wh_main_sc_nor_warp
wh_dlc03_diplomacy_Subcult_Beastmen_&_FactionSecondary_Beastmen_Lord_2_OtherFactionChaos_&_Positive	wh_main_sc_nor_warp
wh_dlc03_diplomacy_Subcult_Beastmen_&_OtherFactionChaos	wh_main_sc_nor_warp
wh_dlc03_diplomacy_Subcult_Beastmen_&_OtherFactionChaos_&_Negative	wh_main_sc_nor_warp
wh_dlc03_diplomacy_Subcult_Beastmen_&_OtherFactionChaos_&_Positive	wh_main_sc_nor_warp
wh_dlc05_diplomacy_Faction_Durthu_&_OtherFactionChaos	wh_main_sc_nor_warp
wh_dlc05_diplomacy_Faction_Durthu_&_OtherFactionChaos_&_Negative	wh_main_sc_nor_warp
wh_dlc05_diplomacy_Faction_Durthu_&_OtherFactionChaos_&_Positive	wh_main_sc_nor_warp
wh_dlc05_diplomacy_Faction_Orion_&_OtherFactionChaos	wh_main_sc_nor_warp
wh_dlc05_diplomacy_Faction_Orion_&_OtherFactionChaos_&_Negative	wh_main_sc_nor_warp
wh_dlc05_diplomacy_Faction_Orion_&_OtherFactionChaos_&_Positive	wh_main_sc_nor_warp
wh_dlc05_diplomacy_Subcult_WoodElves_&_FactionGroup_WoodElf_FemGladeLord_1_&_OtherFactionChaos	wh_main_sc_nor_warp
wh_dlc05_diplomacy_Subcult_WoodElves_&_FactionGroup_WoodElf_FemGladeLord_1_&_OtherFactionChaos_&_Negative	wh_main_sc_nor_warp
wh_dlc05_diplomacy_Subcult_WoodElves_&_FactionGroup_WoodElf_FemGladeLord_1_&_OtherFactionChaos_&_Positive	wh_main_sc_nor_warp
wh_dlc05_diplomacy_Subcult_WoodElves_&_FactionWydrioth_WoodElf_GladeLord_2_&_OtherFactionChaos	wh_main_sc_nor_warp
wh_dlc05_diplomacy_Subcult_WoodElves_&_FactionWydrioth_WoodElf_GladeLord_2_&_OtherFactionChaos_&_Negative	wh_main_sc_nor_warp
wh_dlc05_diplomacy_Subcult_WoodElves_&_FactionWydrioth_WoodElf_GladeLord_2_&_OtherFactionChaos_&_Positive	wh_main_sc_nor_warp
wh_dlc05_diplomacy_Subcult_WoodElves_&_OtherFactionChaos	wh_main_sc_nor_warp
wh_dlc05_diplomacy_Subcult_WoodElves_&_OtherFactionChaos_&_Negative	wh_main_sc_nor_warp
wh_dlc05_diplomacy_Subcult_WoodElves_&_OtherFactionChaos_&_Positive	wh_main_sc_nor_warp
wh_dlc07_diplomacy_Faction_Alberic_&_OtherFactionChaos	wh_main_sc_nor_warp
wh_dlc07_diplomacy_Faction_Alberic_&_OtherFactionChaos_&_Negative	wh_main_sc_nor_warp
wh_dlc07_diplomacy_Faction_Alberic_&_OtherFactionChaos_&_Positive	wh_main_sc_nor_warp
wh_dlc07_diplomacy_Faction_FayEnchantress_&_OtherFactionChaos	wh_main_sc_nor_warp
wh_dlc07_diplomacy_Faction_FayEnchantress_&_OtherFactionChaos_&_Negative	wh_main_sc_nor_warp
wh_dlc07_diplomacy_Faction_FayEnchantress_&_OtherFactionChaos_&_Positive	wh_main_sc_nor_warp
wh_dlc08_diplomacy_Faction_Throgg_&_OtherFactionChaos	wh_main_sc_nor_warp
wh_dlc08_diplomacy_Faction_Throgg_&_OtherFactionChaos_&_Negative	wh_main_sc_nor_warp
wh_dlc08_diplomacy_Faction_Throgg_&_OtherFactionChaos_&_Positive	wh_main_sc_nor_warp
wh_dlc08_diplomacy_Faction_Wulfrik_&_OtherFactionChaos	wh_main_sc_nor_warp
